age_years,best_deal_platform,best_price,condition_score,fuel_type,kms_reading,location,make,model,price_cardekho,price_cartrade,price_carwale,price_olx,price_per_km,price_sahivalue,price_spinny,scraped_at,source_platforms,transmission,variant,vehicle_id,year
0,carwale,1138947,1.0,Petrol,362,"Nagpur, Maharashtra",Toyota,Urban Cruiser,,,1138947,,3146.26,,,2025-07-02T11:51:40.844780,carwale,AMT,Mid,carwale_000085,2024
0,carwale,822602,1.0,CNG,0,"Lucknow, Uttar Pradesh",Mahindra,XUV300,,,822602,,822602.0,,,2025-07-02T11:51:40.844780,carwale,AMT,LX,carwale_000086,2024
5,spinny,346258,0.48,Electric,89441,"Bhopal, Madhya Pradesh",Ford,Unknown,,,,,3.87,,346258,2025-07-02T11:51:40.844780,spinny,Manual,Base,spinny_000087,2019
1,carwale,705872,0.7,Diesel,14444,"Bhopal, Madhya Pradesh",Kia,Unknown,,,705872,,48.87,,,2025-07-02T11:51:40.844780,carwale,Manual,SX,carwale_000088,2023
9,olx,727950,0.32,Diesel,160232,"Nagpur, Maharashtra",Mercedes-Benz,GLE,,,,727950,4.54,,,2025-07-02T11:51:40.844780,olx,Manual,ZX,olx_000089,2015
3,cardekho,466983,0.59,Petrol,49366,"Thane, Maharashtra",Tata,Zest,466983,,,,9.46,,,2025-07-02T11:51:40.844780,cardekho,CVT,Mid,cardekho_000090,2021
8,sahivalue,762243,0.35,CNG,147070,"Ahmedabad, Gujarat",Mercedes-Benz,CLA,,,,,5.18,762243,,2025-07-02T11:51:40.844780,sahivalue,Manual,Mid,sahivalue_000091,2016
5,olx,370218,0.53,Electric,74556,"Jaipur, Rajasthan",Ford,Unknown,,,,370218,4.97,,,2025-07-02T11:51:40.844780,olx,CVT,LX,olx_000092,2019
0,carwale,1010121,1.0,Petrol,2339,"Visakhapatnam, Andhra Pradesh",Volkswagen,Unknown,,,1010121,,431.86,,,2025-07-02T11:51:40.844780,carwale,AMT,Top,carwale_000093,2024
0,olx,857499,1.0,Hybrid,0,"Delhi, Delhi",Mahindra,KUV100,,,,857499,857499.0,,,2025-07-02T11:51:40.844780,olx,Manual,Base,olx_000094,2024
4,sahivalue,495524,0.49,Petrol,77821,"Chennai, Tamil Nadu",Kia,Unknown,,,,,6.37,495524,,2025-07-02T11:51:40.844780,sahivalue,Automatic,VX,sahivalue_000095,2020
4,cardekho,684434,0.66,CNG,40649,"Thane, Maharashtra",Toyota,Corolla,684434,,,,16.84,,,2025-07-02T11:51:40.844780,cardekho,Manual,Base,cardekho_000096,2020
9,spinny,198407,0.42,Electric,109885,"Mumbai, Maharashtra",Kia,Unknown,,,,,1.81,,198407,2025-07-02T11:51:40.844780,spinny,Manual,Top,spinny_000097,2015
6,carwale,340918,0.51,Diesel,85903,"Thane, Maharashtra",Mahindra,XUV300,,,340918,,3.97,,,2025-07-02T11:51:40.844780,carwale,Manual,EX,carwale_000098,2018
1,carwale,622120,0.79,Petrol,9399,"Delhi, Delhi",Renault,Unknown,,,622120,,66.19,,,2025-07-02T11:51:40.845788,carwale,Automatic,LX,carwale_000099,2023
1,carwale,756984,0.65,Hybrid,17474,"Jaipur, Rajasthan",Mahindra,Bolero,,,756984,,43.32,,,2025-07-02T11:51:40.845788,carwale,Manual,Base,carwale_000100,2023
2,sahivalue,865823,0.58,Electric,38574,"Delhi, Delhi",Toyota,Fortuner,,,,,22.45,865823,,2025-07-02T11:51:40.845788,sahivalue,AMT,Top,sahivalue_000101,2022
4,olx,1411110,0.59,Petrol,56345,"Chennai, Tamil Nadu",Mercedes-Benz,GLE,,,,1411110,25.04,,,2025-07-02T11:51:40.845788,olx,CVT,Top,olx_000102,2020
2,cardekho,529883,0.66,Hybrid,29427,"Kanpur, Uttar Pradesh",Tata,Nexon,529883,,,,18.01,,,2025-07-02T11:51:40.845788,cardekho,CVT,Base,cardekho_000103,2022
3,carwale,563804,0.52,Petrol,59990,"Ahmedabad, Gujarat",Honda,WR-V,,,563804,,9.4,,,2025-07-02T11:51:40.845788,carwale,Manual,VX,carwale_000104,2021
2,carwale,660771,0.66,Diesel,29031,"Bangalore, Karnataka",Mahindra,KUV100,,,660771,,22.76,,,2025-07-02T11:51:40.845788,carwale,CVT,Mid,carwale_000105,2022
3,carwale,440593,0.59,Diesel,48898,"Bangalore, Karnataka",Tata,Tigor,,,440593,,9.01,,,2025-07-02T11:51:40.845788,carwale,Automatic,EX,carwale_000106,2021
0,olx,1241568,1.0,CNG,1793,"Indore, Madhya Pradesh",Toyota,Urban Cruiser,,,,1241568,692.45,,,2025-07-02T11:51:40.845788,olx,CVT,VX,olx_000107,2024
9,cardekho,244121,0.32,Electric,161664,"Ahmedabad, Gujarat",Volkswagen,Unknown,244121,,,,1.51,,,2025-07-02T11:51:40.845788,cardekho,Manual,ZX,cardekho_000108,2015
8,cartrade,218659,0.54,CNG,63261,"Chennai, Tamil Nadu",Nissan,Unknown,,218659,,,3.46,,,2025-07-02T11:51:40.845788,cartrade,AMT,LX,cartrade_000109,2016
0,cardekho,1131402,1.0,CNG,473,"Nagpur, Maharashtra",Toyota,Yaris,1131402,,,,2391.97,,,2025-07-02T11:51:40.845788,cardekho,Manual,Top,cardekho_000110,2024
4,spinny,580561,0.59,Diesel,55246,"Lucknow, Uttar Pradesh",Toyota,Etios,,,,,10.51,,580561,2025-07-02T11:51:40.845788,spinny,AMT,LX,spinny_000111,2020
7,olx,195554,0.45,Hybrid,104836,"Nagpur, Maharashtra",Maruti Suzuki,Dzire,,,,195554,1.87,,,2025-07-02T11:51:40.845788,olx,Automatic,Base,olx_000112,2017
7,carwale,1007398,0.38,Electric,133363,"Kolkata, West Bengal",Mercedes-Benz,GLC,,,1007398,,7.55,,,2025-07-02T11:51:40.845788,carwale,AMT,ZX,carwale_000113,2017
2,spinny,702739,0.73,Petrol,21345,"Mumbai, Maharashtra",Mahindra,Scorpio,,,,,32.92,,702739,2025-07-02T11:51:40.845788,spinny,Manual,Base,spinny_000114,2022
1,cartrade,676639,0.74,Electric,12570,"Nagpur, Maharashtra",Nissan,Unknown,,676639,,,53.83,,,2025-07-02T11:51:40.845788,cartrade,Automatic,VX,cartrade_000115,2023
5,sahivalue,365724,0.5,Electric,83767,"Nagpur, Maharashtra",Chevrolet,Unknown,,,,,4.37,365724,,2025-07-02T11:51:40.845788,sahivalue,AMT,SX,sahivalue_000116,2019
1,cardekho,848205,0.63,Hybrid,18784,"Ahmedabad, Gujarat",Volkswagen,Unknown,848205,,,,45.16,,,2025-07-02T11:51:40.845788,cardekho,AMT,SX,cardekho_000117,2023
9,cardekho,271150,0.4,Diesel,120956,"Kanpur, Uttar Pradesh",Toyota,Fortuner,271150,,,,2.24,,,2025-07-02T11:51:40.845788,cardekho,CVT,Base,cardekho_000118,2015
5,cardekho,1137216,0.63,Diesel,48556,"Nagpur, Maharashtra",Audi,TT,1137216,,,,23.42,,,2025-07-02T11:51:40.845788,cardekho,Automatic,Base,cardekho_000119,2019
9,cardekho,207681,0.48,Hybrid,78767,"Chennai, Tamil Nadu",Kia,Unknown,207681,,,,2.64,,,2025-07-02T11:51:40.845788,cardekho,CVT,LX,cardekho_000120,2015
5,spinny,457907,0.63,Petrol,48208,"Nagpur, Maharashtra",Honda,Accord,,,,,9.5,,457907,2025-07-02T11:51:40.845788,spinny,AMT,SX,spinny_000121,2019
4,carwale,372903,0.68,Electric,35671,"Bhopal, Madhya Pradesh",Tata,Hexa,,,372903,,10.45,,,2025-07-02T11:51:40.845788,carwale,CVT,LX,carwale_000122,2020
3,carwale,486841,0.63,Hybrid,42838,"Mumbai, Maharashtra",Jeep,Unknown,,,486841,,11.36,,,2025-07-02T11:51:40.845788,carwale,AMT,SX,carwale_000123,2021
6,sahivalue,407792,0.4,Petrol,121123,"Nagpur, Maharashtra",Toyota,Glanza,,,,,3.37,407792,,2025-07-02T11:51:40.845788,sahivalue,AMT,SX,sahivalue_000124,2018
7,cartrade,1055736,0.43,Hybrid,114091,"Bhopal, Madhya Pradesh",Mercedes-Benz,C-Class,,1055736,,,9.25,,,2025-07-02T11:51:40.845788,cartrade,Manual,Mid,cartrade_000125,2017
1,spinny,705695,0.65,Electric,17314,"Pune, Maharashtra",Chevrolet,Unknown,,,,,40.76,,705695,2025-07-02T11:51:40.845788,spinny,AMT,ZX,spinny_000126,2023
6,olx,474162,0.54,Electric,75105,"Kanpur, Uttar Pradesh",Toyota,Yaris,,,,474162,6.31,,,2025-07-02T11:51:40.845788,olx,Manual,Mid,olx_000127,2018
7,cardekho,232832,0.38,Electric,135288,"Bhopal, Madhya Pradesh",Hyundai,Creta,232832,,,,1.72,,,2025-07-02T11:51:40.845788,cardekho,CVT,LX,cardekho_000128,2017
7,olx,291311,0.54,Diesel,72528,"Chennai, Tamil Nadu",Honda,City,,,,291311,4.02,,,2025-07-02T11:51:40.845788,olx,Automatic,Mid,olx_000129,2017
7,olx,198806,0.39,Hybrid,129355,"Visakhapatnam, Andhra Pradesh",Maruti Suzuki,WagonR,,,,198806,1.54,,,2025-07-02T11:51:40.845788,olx,Automatic,Top,olx_000130,2017
8,cartrade,201744,0.35,Petrol,149891,"Pune, Maharashtra",Hyundai,Elite i20,,201744,,,1.35,,,2025-07-02T11:51:40.845788,cartrade,Manual,EX,cartrade_000131,2016
4,cardekho,361761,0.68,Hybrid,36868,"Hyderabad, Telangana",Tata,Tiago,361761,,,,9.81,,,2025-07-02T11:51:40.845788,cardekho,CVT,VX,cardekho_000132,2020
3,spinny,511829,0.59,CNG,48169,"Bangalore, Karnataka",Nissan,Unknown,,,,,10.63,,511829,2025-07-02T11:51:40.845788,spinny,Manual,LX,spinny_000133,2021
7,spinny,350800,0.41,Petrol,122878,"Kanpur, Uttar Pradesh",Toyota,Yaris,,,,,2.85,,350800,2025-07-02T11:51:40.845788,spinny,Automatic,ZX,spinny_000134,2017
3,olx,1722779,0.71,Electric,29030,"Kanpur, Uttar Pradesh",Audi,Q7,,,,1722779,59.34,,,2025-07-02T11:51:40.845788,olx,Manual,ZX,olx_000135,2021
3,olx,471343,0.73,Petrol,26115,"Bangalore, Karnataka",MG,Unknown,,,,471343,18.05,,,2025-07-02T11:51:40.845788,olx,Automatic,Top,olx_000136,2021
8,olx,215746,0.39,CNG,129173,"Thane, Maharashtra",Jeep,Unknown,,,,215746,1.67,,,2025-07-02T11:51:40.845788,olx,Manual,LX,olx_000137,2016
8,carwale,752627,0.5,Hybrid,78843,"Kolkata, West Bengal",Mercedes-Benz,A-Class,,,752627,,9.55,,,2025-07-02T11:51:40.845788,carwale,AMT,EX,carwale_000138,2016
2,sahivalue,558072,0.56,Hybrid,41006,"Chennai, Tamil Nadu",Skoda,Unknown,,,,,13.61,558072,,2025-07-02T11:51:40.845788,sahivalue,Automatic,SX,sahivalue_000139,2022
7,cardekho,250673,0.5,Diesel,87291,"Ahmedabad, Gujarat",Ford,Unknown,250673,,,,2.87,,,2025-07-02T11:51:40.845788,cardekho,Automatic,VX,cardekho_000140,2017
5,sahivalue,348900,0.64,Petrol,46227,"Delhi, Delhi",Jeep,Unknown,,,,,7.55,348900,,2025-07-02T11:51:40.845788,sahivalue,AMT,VX,sahivalue_000141,2019
5,carwale,344947,0.47,CNG,92588,"Mumbai, Maharashtra",Jeep,Unknown,,,344947,,3.73,,,2025-07-02T11:51:40.845788,carwale,CVT,VX,carwale_000142,2019
2,sahivalue,651326,0.69,CNG,25528,"Visakhapatnam, Andhra Pradesh",Mahindra,Scorpio,,,,,25.51,651326,,2025-07-02T11:51:40.845788,sahivalue,Automatic,Mid,sahivalue_000143,2022
4,carwale,383147,0.64,Diesel,44607,"Delhi, Delhi",Renault,Unknown,,,383147,,8.59,,,2025-07-02T11:51:40.845788,carwale,Automatic,Mid,carwale_000144,2020
1,olx,633984,0.81,Hybrid,8314,"Delhi, Delhi",Nissan,Unknown,,,,633984,76.25,,,2025-07-02T11:51:40.845788,olx,Automatic,VX,olx_000145,2023
9,cartrade,148908,0.3,Petrol,170907,"Delhi, Delhi",Tata,Hexa,,148908,,,0.87,,,2025-07-02T11:51:40.845788,cartrade,Manual,LX,cartrade_000146,2015
0,spinny,734354,1.0,Diesel,133,"Chennai, Tamil Nadu",Hyundai,Verna,,,,,5521.46,,734354,2025-07-02T11:51:40.845788,spinny,CVT,SX,spinny_000147,2024
2,cartrade,680811,0.77,Electric,17338,"Delhi, Delhi",Kia,Unknown,,680811,,,39.27,,,2025-07-02T11:51:40.845788,cartrade,Manual,LX,cartrade_000148,2022
0,cartrade,2829427,1.0,Hybrid,0,"Bangalore, Karnataka",Audi,TT,,2829427,,,2829427.0,,,2025-07-02T11:51:40.845788,cartrade,Automatic,Top,cartrade_000149,2024
0,sahivalue,797261,1.0,Petrol,3798,"Kolkata, West Bengal",Ford,Unknown,,,,,209.92,797261,,2025-07-02T11:51:40.845788,sahivalue,Automatic,LX,sahivalue_000150,2024
9,spinny,657361,0.42,Hybrid,111319,"Mumbai, Maharashtra",Audi,TT,,,,,5.91,,657361,2025-07-02T11:51:40.845788,spinny,Manual,VX,spinny_000151,2015
1,cartrade,728903,0.6,Petrol,20132,"Visakhapatnam, Andhra Pradesh",Jeep,Unknown,,728903,,,36.21,,,2025-07-02T11:51:40.845788,cartrade,Manual,VX,cartrade_000152,2023
6,carwale,300692,0.6,CNG,54164,"Visakhapatnam, Andhra Pradesh",Hyundai,Elantra,,,300692,,5.55,,,2025-07-02T11:51:40.845788,carwale,Automatic,Mid,carwale_000153,2018
3,cartrade,591834,0.57,Diesel,52693,"Jaipur, Rajasthan",Kia,Unknown,,591834,,,11.23,,,2025-07-02T11:51:40.845788,cartrade,Manual,ZX,cartrade_000154,2021
6,carwale,322208,0.49,CNG,92166,"Kanpur, Uttar Pradesh",Kia,Unknown,,,322208,,3.5,,,2025-07-02T11:51:40.845788,carwale,Manual,LX,carwale_000155,2018
5,sahivalue,1264373,0.6,Hybrid,56398,"Ahmedabad, Gujarat",Audi,TT,,,,,22.42,1264373,,2025-07-02T11:51:40.845788,sahivalue,Automatic,SX,sahivalue_000156,2019
0,carwale,938468,1.0,Petrol,3861,"Pune, Maharashtra",Mahindra,Thar,,,938468,,243.06,,,2025-07-02T11:51:40.845788,carwale,Manual,ZX,carwale_000157,2024
2,carwale,2178168,0.73,Hybrid,21156,"Lucknow, Uttar Pradesh",Mercedes-Benz,GLE,,,2178168,,102.96,,,2025-07-02T11:51:40.845788,carwale,CVT,ZX,carwale_000158,2022
7,cartrade,240648,0.56,CNG,61335,"Hyderabad, Telangana",Tata,Hexa,,240648,,,3.92,,,2025-07-02T11:51:40.845788,cartrade,CVT,Top,cartrade_000159,2017
9,olx,671749,0.29,Diesel,178189,"Kolkata, West Bengal",Audi,Q3,,,,671749,3.77,,,2025-07-02T11:51:40.845788,olx,CVT,Top,olx_000160,2015
2,olx,915594,0.68,Hybrid,26625,"Thane, Maharashtra",Toyota,Fortuner,,,,915594,34.39,,,2025-07-02T11:51:40.845788,olx,CVT,LX,olx_000161,2022
3,carwale,446164,0.63,Diesel,41632,"Pune, Maharashtra",Skoda,Unknown,,,446164,,10.72,,,2025-07-02T11:51:40.845788,carwale,Manual,LX,carwale_000162,2021
9,cartrade,254390,0.31,CNG,167898,"Lucknow, Uttar Pradesh",Honda,Jazz,,254390,,,1.52,,,2025-07-02T11:51:40.845788,cartrade,AMT,VX,cartrade_000163,2015
6,olx,315324,0.43,Hybrid,111721,"Delhi, Delhi",Kia,Unknown,,,,315324,2.82,,,2025-07-02T11:51:40.845788,olx,CVT,EX,olx_000164,2018
8,sahivalue,828662,0.52,Hybrid,71269,"Jaipur, Rajasthan",Audi,Q5,,,,,11.63,828662,,2025-07-02T11:51:40.845788,sahivalue,AMT,LX,sahivalue_000165,2016
5,sahivalue,322069,0.61,Hybrid,53161,"Pune, Maharashtra",Chevrolet,Unknown,,,,,6.06,322069,,2025-07-02T11:51:40.845788,sahivalue,CVT,Base,sahivalue_000166,2019
4,cardekho,412728,0.65,Diesel,42995,"Ahmedabad, Gujarat",MG,Unknown,412728,,,,9.6,,,2025-07-02T11:51:40.845788,cardekho,Automatic,Mid,cardekho_000167,2020
4,cardekho,321348,0.63,Petrol,47069,"Indore, Madhya Pradesh",Maruti Suzuki,Baleno,321348,,,,6.83,,,2025-07-02T11:51:40.845788,cardekho,Automatic,EX,cardekho_000168,2020
3,olx,591881,0.51,Hybrid,62256,"Ahmedabad, Gujarat",Volkswagen,Unknown,,,,591881,9.51,,,2025-07-02T11:51:40.845788,olx,AMT,Top,olx_000169,2021
2,carwale,517065,0.6,CNG,36224,"Jaipur, Rajasthan",Tata,Tigor,,,517065,,14.27,,,2025-07-02T11:51:40.845788,carwale,Manual,EX,carwale_000170,2022
1,carwale,637784,0.56,Diesel,24386,"Bangalore, Karnataka",Hyundai,Grand i10,,,637784,,26.15,,,2025-07-02T11:51:40.845788,carwale,CVT,VX,carwale_000171,2023
4,sahivalue,332348,0.64,Hybrid,44222,"Delhi, Delhi",Tata,Zest,,,,,7.52,332348,,2025-07-02T11:51:40.845788,sahivalue,CVT,LX,sahivalue_000172,2020
0,spinny,665642,1.0,Hybrid,0,"Lucknow, Uttar Pradesh",Tata,Tiago,,,,,665642.0,,665642,2025-07-02T11:51:40.845788,spinny,CVT,Top,spinny_000173,2024
2,cardekho,698765,0.68,CNG,27172,"Pune, Maharashtra",Mahindra,Scorpio,698765,,,,25.72,,,2025-07-02T11:51:40.845788,cardekho,Automatic,Mid,cardekho_000174,2022
1,cardekho,2194590,0.67,Electric,16412,"Visakhapatnam, Andhra Pradesh",BMW,X3,2194590,,,,133.72,,,2025-07-02T11:51:40.845788,cardekho,AMT,SX,cardekho_000175,2023
8,olx,200739,0.38,Diesel,133593,"Thane, Maharashtra",Skoda,Unknown,,,,200739,1.5,,,2025-07-02T11:51:40.845788,olx,CVT,SX,olx_000176,2016
0,sahivalue,821875,1.0,Electric,0,"Kolkata, West Bengal",Hyundai,Grand i10,,,,,821875.0,821875,,2025-07-02T11:51:40.845788,sahivalue,Manual,Base,sahivalue_000177,2024
2,carwale,2131643,0.6,Hybrid,35585,"Thane, Maharashtra",Audi,A3,,,2131643,,59.9,,,2025-07-02T11:51:40.845788,carwale,AMT,LX,carwale_000178,2022
8,cartrade,270114,0.39,Diesel,130723,"Nagpur, Maharashtra",Volkswagen,Unknown,,270114,,,2.07,,,2025-07-02T11:51:40.845788,cartrade,Manual,LX,cartrade_000179,2016
3,sahivalue,465278,0.55,Diesel,55741,"Kolkata, West Bengal",Jeep,Unknown,,,,,8.35,465278,,2025-07-02T11:51:40.845788,sahivalue,CVT,LX,sahivalue_000180,2021
5,sahivalue,453749,0.64,Electric,45774,"Visakhapatnam, Andhra Pradesh",Honda,Civic,,,,,9.91,453749,,2025-07-02T11:51:40.845788,sahivalue,AMT,SX,sahivalue_000181,2019
7,carwale,245808,0.44,Petrol,109772,"Visakhapatnam, Andhra Pradesh",Tata,Tigor,,,245808,,2.24,,,2025-07-02T11:51:40.845788,carwale,Automatic,Mid,carwale_000182,2017
2,cartrade,487857,0.77,Diesel,16781,"Hyderabad, Telangana",Tata,Safari,,487857,,,29.07,,,2025-07-02T11:51:40.845788,cartrade,Automatic,LX,cartrade_000183,2022
1,carwale,2683809,0.57,Hybrid,21805,"Kanpur, Uttar Pradesh",Mercedes-Benz,C-Class,,,2683809,,123.08,,,2025-07-02T11:51:40.845788,carwale,Automatic,Top,carwale_000184,2023
5,sahivalue,352003,0.6,Petrol,56788,"Mumbai, Maharashtra",Renault,Unknown,,,,,6.2,352003,,2025-07-02T11:51:40.845788,sahivalue,Manual,LX,sahivalue_000185,2019
9,carwale,282370,0.49,Electric,74739,"Visakhapatnam, Andhra Pradesh",Toyota,Glanza,,,282370,,3.78,,,2025-07-02T11:51:40.845788,carwale,AMT,ZX,carwale_000186,2015
7,carwale,246217,0.44,Electric,109714,"Ahmedabad, Gujarat",Tata,Tigor,,,246217,,2.24,,,2025-07-02T11:51:40.845788,carwale,AMT,Top,carwale_000187,2017
8,olx,289911,0.38,Petrol,133178,"Thane, Maharashtra",Volkswagen,Unknown,,,,289911,2.18,,,2025-07-02T11:51:40.845788,olx,Manual,EX,olx_000188,2016
5,cardekho,1172959,0.63,CNG,47541,"Hyderabad, Telangana",BMW,X3,1172959,,,,24.67,,,2025-07-02T11:51:40.845788,cardekho,CVT,SX,cardekho_000189,2019
0,sahivalue,860292,1.0,CNG,4420,"Ahmedabad, Gujarat",Ford,Unknown,,,,,194.64,860292,,2025-07-02T11:51:40.845788,sahivalue,AMT,SX,sahivalue_000190,2024
2,sahivalue,411693,0.74,Hybrid,20173,"Pune, Maharashtra",Maruti Suzuki,WagonR,,,,,20.41,411693,,2025-07-02T11:51:40.845788,sahivalue,Manual,Base,sahivalue_000191,2022
8,spinny,165518,0.47,Electric,95075,"Indore, Madhya Pradesh",Maruti Suzuki,Alto,,,,,1.74,,165518,2025-07-02T11:51:40.845788,spinny,Manual,ZX,spinny_000192,2016
0,spinny,856263,1.0,Petrol,0,"Chennai, Tamil Nadu",Chevrolet,Unknown,,,,,856263.0,,856263,2025-07-02T11:51:40.845788,spinny,AMT,ZX,spinny_000193,2024
2,cardekho,634211,0.66,Diesel,29133,"Ahmedabad, Gujarat",Chevrolet,Unknown,634211,,,,21.77,,,2025-07-02T11:51:40.845788,cardekho,Automatic,Mid,cardekho_000194,2022
5,cartrade,332205,0.49,Hybrid,85915,"Mumbai, Maharashtra",Renault,Unknown,,332205,,,3.87,,,2025-07-02T11:51:40.845788,cartrade,AMT,VX,cartrade_000195,2019
5,cartrade,270274,0.61,Diesel,53762,"Lucknow, Uttar Pradesh",Maruti Suzuki,WagonR,,270274,,,5.03,,,2025-07-02T11:51:40.845788,cartrade,AMT,Base,cartrade_000196,2019
7,cartrade,276179,0.57,Diesel,59819,"Chennai, Tamil Nadu",Nissan,Unknown,,276179,,,4.62,,,2025-07-02T11:51:40.845788,cartrade,Manual,Top,cartrade_000197,2017
7,spinny,877793,0.43,CNG,116030,"Pune, Maharashtra",Audi,Q7,,,,,7.57,,877793,2025-07-02T11:51:40.845788,spinny,Manual,EX,spinny_000198,2017
1,carwale,729635,0.72,Petrol,13356,"Mumbai, Maharashtra",Nissan,Unknown,,,729635,,54.63,,,2025-07-02T11:51:40.845788,carwale,Automatic,LX,carwale_000199,2023
4,olx,482505,0.5,CNG,75949,"Mumbai, Maharashtra",Volkswagen,Unknown,,,,482505,6.35,,,2025-07-02T11:51:40.845788,olx,AMT,Top,olx_000200,2020
9,sahivalue,177234,0.3,Electric,171815,"Visakhapatnam, Andhra Pradesh",Hyundai,Creta,,,,,1.03,177234,,2025-07-02T11:51:40.845788,sahivalue,CVT,ZX,sahivalue_000201,2015
7,olx,849207,0.52,Hybrid,80176,"Pune, Maharashtra",Audi,A8,,,,849207,10.59,,,2025-07-02T11:51:40.845788,olx,AMT,Base,olx_000202,2017
4,carwale,583573,0.61,Electric,51940,"Nagpur, Maharashtra",Toyota,Yaris,,,583573,,11.24,,,2025-07-02T11:51:40.845788,carwale,Manual,EX,carwale_000203,2020
1,sahivalue,470667,0.8,Hybrid,8897,"Kolkata, West Bengal",Maruti Suzuki,Swift,,,,,52.9,470667,,2025-07-02T11:51:40.845788,sahivalue,Manual,EX,sahivalue_000204,2023
0,carwale,2587064,1.0,Petrol,0,"Kanpur, Uttar Pradesh",BMW,3 Series,,,2587064,,2587064.0,,,2025-07-02T11:51:40.845788,carwale,AMT,Base,carwale_000205,2024
5,olx,402027,0.46,Petrol,94860,"Thane, Maharashtra",Mahindra,Bolero,,,,402027,4.24,,,2025-07-02T11:51:40.845788,olx,Automatic,EX,olx_000206,2019
4,spinny,430042,0.69,Petrol,32931,"Jaipur, Rajasthan",Chevrolet,Unknown,,,,,13.06,,430042,2025-07-02T11:51:40.845788,spinny,CVT,Base,spinny_000207,2020
3,olx,450356,0.69,Diesel,32681,"Kolkata, West Bengal",Chevrolet,Unknown,,,,450356,13.78,,,2025-07-02T11:51:40.845788,olx,Automatic,Base,olx_000208,2021
5,olx,375238,0.47,Electric,94059,"Hyderabad, Telangana",Chevrolet,Unknown,,,,375238,3.99,,,2025-07-02T11:51:40.845788,olx,Automatic,ZX,olx_000209,2019
7,sahivalue,279710,0.4,Diesel,124752,"Ahmedabad, Gujarat",Ford,Unknown,,,,,2.24,279710,,2025-07-02T11:51:40.845788,sahivalue,AMT,VX,sahivalue_000210,2017
0,spinny,3146989,1.0,Petrol,4088,"Kolkata, West Bengal",Mercedes-Benz,GLE,,,,,769.81,,3146989,2025-07-02T11:51:40.845788,spinny,Automatic,VX,spinny_000211,2024
0,olx,784880,1.0,Diesel,0,"Kanpur, Uttar Pradesh",Nissan,Unknown,,,,784880,784880.0,,,2025-07-02T11:51:40.845788,olx,Automatic,EX,olx_000212,2024
6,cardekho,292871,0.42,Electric,114190,"Pune, Maharashtra",Ford,Unknown,292871,,,,2.56,,,2025-07-02T11:51:40.846794,cardekho,Automatic,EX,cardekho_000213,2018
5,cardekho,368007,0.61,CNG,52978,"Bhopal, Madhya Pradesh",Renault,Unknown,368007,,,,6.95,,,2025-07-02T11:51:40.846794,cardekho,AMT,EX,cardekho_000214,2019
3,olx,459790,0.71,Electric,28098,"Mumbai, Maharashtra",Nissan,Unknown,,,,459790,16.36,,,2025-07-02T11:51:40.846794,olx,Automatic,SX,olx_000215,2021
4,olx,418467,0.49,Petrol,79659,"Jaipur, Rajasthan",Nissan,Unknown,,,,418467,5.25,,,2025-07-02T11:51:40.846794,olx,Manual,ZX,olx_000216,2020
2,carwale,530073,0.62,Diesel,33850,"Kanpur, Uttar Pradesh",Jeep,Unknown,,,530073,,15.66,,,2025-07-02T11:51:40.846794,carwale,Manual,VX,carwale_000217,2022
1,carwale,772549,0.78,Petrol,10355,"Thane, Maharashtra",Volkswagen,Unknown,,,772549,,74.61,,,2025-07-02T11:51:40.846794,carwale,Automatic,VX,carwale_000218,2023
8,carwale,265712,0.36,Electric,146234,"Bangalore, Karnataka",Mahindra,XUV300,,,265712,,1.82,,,2025-07-02T11:51:40.846794,carwale,Manual,SX,carwale_000219,2016
8,spinny,201438,0.45,Hybrid,104648,"Lucknow, Uttar Pradesh",Tata,Tigor,,,,,1.92,,201438,2025-07-02T11:51:40.846794,spinny,Manual,VX,spinny_000220,2016
8,sahivalue,204771,0.49,CNG,84774,"Kolkata, West Bengal",Chevrolet,Unknown,,,,,2.42,204771,,2025-07-02T11:51:40.846794,sahivalue,Automatic,Top,sahivalue_000221,2016
1,spinny,703128,0.69,Petrol,15260,"Chennai, Tamil Nadu",Skoda,Unknown,,,,,46.08,,703128,2025-07-02T11:51:40.846794,spinny,Automatic,Top,spinny_000222,2023
3,spinny,726102,0.58,Hybrid,51163,"Bhopal, Madhya Pradesh",Toyota,Glanza,,,,,14.19,,726102,2025-07-02T11:51:40.846794,spinny,Automatic,Top,spinny_000223,2021
4,olx,395910,0.56,Diesel,63948,"Indore, Madhya Pradesh",MG,Unknown,,,,395910,6.19,,,2025-07-02T11:51:40.846794,olx,Manual,ZX,olx_000224,2020
2,spinny,2086229,0.62,CNG,33849,"Lucknow, Uttar Pradesh",Audi,A3,,,,,61.63,,2086229,2025-07-02T11:51:40.846794,spinny,AMT,Base,spinny_000225,2022
5,cartrade,1285386,0.63,Diesel,46641,"Hyderabad, Telangana",Audi,A3,,1285386,,,27.56,,,2025-07-02T11:51:40.846794,cartrade,Manual,ZX,cartrade_000226,2019
4,carwale,430419,0.66,Hybrid,40752,"Thane, Maharashtra",MG,Unknown,,,430419,,10.56,,,2025-07-02T11:51:40.846794,carwale,CVT,EX,carwale_000227,2020
